customer_id,gender,age_group,membership_type,preferred_sport,city
16553,Male,36-45,Basic,Table Tennis,Mulund
16554,Female,26-35,Premium,Badminton,Thane
16555,Female,26-35,Basic,Tennis,Navi Mumbai
16556,Male,46+,Basic,Tennis,Mulund
16557,Male,36-45,Elite,Padel,Powai
16558,Male,46+,Basic,Badminton,Dombivli
16559,Female,26-35,Basic,Padel,Thane
16560,Female,36-45,Basic,Table Tennis,Powai
16561,Male,46+,Premium,Table Tennis,Thane
16562,Female,46+,Basic,Padel,Powai
16563,Female,26-35,Basic,Padel,Navi Mumbai
16564,Male,18-25,Premium,Badminton,Thane
16565,Female,46+,Premium,Tennis,Kalyan
16566,Male,36-45,Basic,Squash,Mumbai
16567,Male,36-45,Basic,Tennis,Kalyan
16568,Male,46+,Basic,Table Tennis,Kalyan
16569,Male,36-45,Basic,Tennis,Powai
16570,Male,46+,Basic,Tennis,Thane
16571,Male,36-45,Basic,Table Tennis,Powai
16572,Male,18-25,Basic,Squash,Mumbai
16573,Male,18-25,Basic,Tennis,Navi Mumbai
16574,Male,18-25,Basic,Badminton,Mumbai
16575,Male,36-45,Basic,Pickleball,Dombivli
16576,Male,36-45,Basic,Padel,Powai
16577,Female,46+,Premium,Table Tennis,Mulund
16578,Male,36-45,Basic,Squash,Kalyan
16579,Male,26-35,Basic,Badminton,Powai
16580,Male,36-45,Basic,Pickleball,Mulund
16581,Male,46+,Premium,Table Tennis,Dombivli
16582,Female,26-35,Basic,Squash,Mulund
16583,Female,36-45,Premium,Padel,Mulund
16584,Male,46+,Basic,Tennis,Mumbai
16585,Male,46+,Basic,Padel,Powai
16586,Male,46+,Basic,Badminton,Mulund
16587,Female,18-25,Premium,Padel,Navi Mumbai
16588,Male,46+,Basic,Squash,Powai
16589,Male,18-25,Basic,Tennis,Dombivli
16590,Male,36-45,Basic,Table Tennis,Thane
16591,Female,46+,Basic,Pickleball,Navi Mumbai
16592,Male,26-35,Premium,Padel,Mumbai
16593,Male,26-35,Basic,Badminton,Thane
16594,Male,18-25,Basic,Padel,Dombivli
16595,Female,26-35,Basic,Squash,Kalyan
16596,Male,46+,Basic,Badminton,Thane
16597,Male,18-25,Elite,Badminton,Thane
16598,Male,26-35,Basic,Badminton,Mulund
16599,Male,36-45,Basic,Squash,Navi Mumbai
16600,Male,26-35,Basic,Tennis,Kalyan
16601,Male,26-35,Basic,Padel,Dombivli
16602,Male,46+,Basic,Pickleball,Powai
16603,Female,46+,Basic,Table Tennis,Thane
16604,Male,46+,Basic,Padel,Dombivli
16605,Male,36-45,Premium,Squash,Dombivli
16606,Male,26-35,Premium,Padel,Mulund
16607,Male,46+,Basic,Squash,Dombivli
16608,Male,36-45,Premium,Padel,Kalyan
16609,Male,46+,Basic,Table Tennis,Navi Mumbai
16610,Female,46+,Premium,Badminton,Powai
16611,Male,18-25,Basic,Tennis,Thane
16612,Male,36-45,Premium,Badminton,Mulund
16613,Male,46+,Basic,Pickleball,Navi Mumbai
16614,Female,36-45,Basic,Pickleball,Kalyan
16615,Male,36-45,Elite,Padel,Kalyan
16616,Female,46+,Basic,Squash,Powai
16617,Female,26-35,Basic,Padel,Powai
16618,Male,26-35,Basic,Badminton,Mulund
16619,Female,36-45,Basic,Squash,Mulund
16620,Male,46+,Basic,Table Tennis,Kalyan
16621,Female,46+,Basic,Table Tennis,Kalyan
16622,Female,18-25,Elite,Badminton,Mulund
16623,Female,18-25,Premium,Tennis,Thane
16624,Male,26-35,Basic,Table Tennis,Dombivli
16625,Male,18-25,Basic,Tennis,Mumbai
16626,Female,26-35,Premium,Table Tennis,Mulund
16627,Female,26-35,Basic,Squash,Navi Mumbai
16628,Female,36-45,Basic,Table Tennis,Powai
16629,Male,18-25,Premium,Squash,Mulund
16630,Female,26-35,Basic,Padel,Mulund
16631,Male,46+,Premium,Padel,Dombivli
16632,Female,36-45,Basic,Table Tennis,Navi Mumbai
16633,Male,46+,Basic,Badminton,Dombivli
16634,Male,26-35,Premium,Badminton,Dombivli
16635,Female,36-45,Basic,Pickleball,Dombivli
16636,Male,18-25,Premium,Squash,Mumbai
16637,Male,36-45,Basic,Table Tennis,Thane
16638,Female,26-35,Premium,Tennis,Powai
16639,Female,36-45,Basic,Squash,Thane
16640,Male,26-35,Basic,Tennis,Kalyan
16641,Male,26-35,Basic,Table Tennis,Thane
16642,Female,36-45,Premium,Table Tennis,Kalyan
16643,Male,36-45,Basic,Squash,Dombivli
16644,Female,26-35,Premium,Padel,Kalyan
16645,Female,18-25,Premium,Pickleball,Navi Mumbai
16646,Female,36-45,Basic,Squash,Powai
16647,Male,36-45,Basic,Badminton,Mumbai
16648,Male,36-45,Premium,Padel,Mulund
16649,Male,26-35,Basic,Badminton,Kalyan
16650,Male,46+,Basic,Badminton,Mulund
16651,Male,26-35,Premium,Table Tennis,Mulund
16652,Male,26-35,Basic,Table Tennis,Mumbai
16653,Male,18-25,Premium,Padel,Powai
16654,Female,46+,Basic,Table Tennis,Powai
16655,Male,36-45,Basic,Badminton,Kalyan
16656,Male,18-25,Basic,Padel,Thane
16657,Male,26-35,Premium,Pickleball,Mumbai
16658,Female,36-45,Premium,Padel,Mumbai
16659,Male,18-25,Basic,Table Tennis,Dombivli
16660,Female,18-25,Basic,Padel,Mulund
16661,Female,26-35,Premium,Squash,Dombivli
16662,Male,46+,Basic,Badminton,Kalyan
16663,Female,36-45,Basic,Pickleball,Mulund
16664,Female,46+,Premium,Pickleball,Mulund
16665,Female,26-35,Basic,Squash,Mulund
16666,Female,36-45,Premium,Padel,Thane
16667,Male,36-45,Basic,Squash,Mumbai
16668,Female,36-45,Basic,Tennis,Mulund
16669,Male,26-35,Basic,Squash,Dombivli
16670,Female,36-45,Basic,Pickleball,Navi Mumbai
16671,Male,46+,Premium,Squash,Navi Mumbai
16672,Male,26-35,Basic,Tennis,Mulund
16673,Male,36-45,Basic,Tennis,Thane
16674,Male,46+,Basic,Padel,Mulund
16675,Male,18-25,Basic,Padel,Mulund
16676,Male,18-25,Premium,Tennis,Thane
16677,Male,26-35,Basic,Table Tennis,Mumbai
16678,Female,26-35,Basic,Tennis,Kalyan
16679,Male,18-25,Basic,Badminton,Navi Mumbai
16680,Female,36-45,Basic,Table Tennis,Navi Mumbai
16681,Female,36-45,Basic,Tennis,Kalyan
16682,Female,36-45,Basic,Badminton,Thane
16683,Male,36-45,Premium,Padel,Dombivli
16684,Male,46+,Basic,Squash,Powai
16685,Male,36-45,Basic,Table Tennis,Navi Mumbai
16686,Male,36-45,Basic,Pickleball,Mulund
16687,Female,46+,Basic,Padel,Kalyan
16688,Female,18-25,Basic,Pickleball,Navi Mumbai
16689,Male,18-25,Premium,Badminton,Dombivli
16690,Male,26-35,Basic,Tennis,Kalyan
16691,Male,26-35,Basic,Table Tennis,Dombivli
16692,Male,46+,Basic,Padel,Powai
16693,Female,26-35,Elite,Table Tennis,Thane
16694,Male,46+,Basic,Padel,Powai
16695,Male,36-45,Basic,Padel,Dombivli
16696,Female,18-25,Basic,Badminton,Mulund
16697,Male,46+,Basic,Pickleball,Mumbai
16698,Male,46+,Basic,Padel,Navi Mumbai
16699,Male,36-45,Basic,Badminton,Kalyan
16700,Male,36-45,Premium,Squash,Navi Mumbai
16701,Male,26-35,Basic,Pickleball,Mulund
16702,Male,18-25,Basic,Squash,Dombivli
16703,Female,26-35,Basic,Pickleball,Navi Mumbai
16704,Male,36-45,Basic,Pickleball,Powai
16705,Male,26-35,Basic,Table Tennis,Navi Mumbai
16706,Male,18-25,Basic,Badminton,Mulund
16707,Male,46+,Premium,Table Tennis,Dombivli
16708,Female,36-45,Basic,Padel,Mumbai
16709,Male,18-25,Basic,Squash,Mumbai
16710,Male,36-45,Basic,Squash,Powai
16711,Male,36-45,Basic,Badminton,Kalyan
16712,Female,26-35,Basic,Tennis,Mulund
16713,Female,26-35,Basic,Badminton,Mulund
16714,Female,26-35,Basic,Padel,Navi Mumbai
16715,Female,18-25,Premium,Table Tennis,Mulund
16716,Female,36-45,Basic,Squash,Thane
16717,Male,18-25,Premium,Squash,Powai
16718,Male,18-25,Premium,Squash,Kalyan
16719,Female,18-25,Premium,Tennis,Dombivli
16720,Male,36-45,Premium,Padel,Powai
16721,Male,18-25,Premium,Squash,Thane
16722,Female,18-25,Basic,Table Tennis,Mumbai
16723,Female,36-45,Premium,Tennis,Mulund
16724,Male,46+,Premium,Padel,Powai
16725,Male,36-45,Basic,Tennis,Kalyan
16726,Female,36-45,Elite,Table Tennis,Mumbai
16727,Male,36-45,Basic,Padel,Mumbai
16728,Male,36-45,Basic,Table Tennis,Powai
16729,Female,18-25,Premium,Badminton,Dombivli
16730,Female,26-35,Premium,Table Tennis,Mumbai
16731,Male,46+,Basic,Padel,Navi Mumbai
16732,Female,18-25,Basic,Padel,Thane
16733,Female,46+,Basic,Pickleball,Thane
16734,Female,36-45,Premium,Table Tennis,Navi Mumbai
16735,Female,36-45,Basic,Badminton,Mumbai
16736,Female,26-35,Basic,Pickleball,Powai
16737,Male,46+,Elite,Tennis,Mulund
16738,Male,46+,Basic,Squash,Mulund
16739,Female,26-35,Basic,Pickleball,Navi Mumbai
16740,Female,26-35,Premium,Badminton,Powai
16741,Male,18-25,Basic,Padel,Mumbai
16742,Male,26-35,Premium,Tennis,Powai
16743,Female,18-25,Premium,Squash,Kalyan
16744,Male,46+,Basic,Pickleball,Powai
16745,Male,26-35,Premium,Padel,Thane
16746,Female,36-45,Premium,Squash,Kalyan
16747,Female,46+,Basic,Badminton,Mulund
16748,Male,18-25,Basic,Pickleball,Dombivli
16749,Female,46+,Basic,Tennis,Mulund
16750,Female,18-25,Premium,Pickleball,Dombivli
16751,Male,26-35,Basic,Table Tennis,Dombivli
16752,Female,46+,Premium,Badminton,Kalyan
16753,Male,26-35,Basic,Pickleball,Thane
16754,Male,26-35,Basic,Table Tennis,Navi Mumbai
16755,Male,18-25,Premium,Badminton,Mulund
16756,Male,26-35,Basic,Padel,Navi Mumbai
16757,Female,36-45,Basic,Padel,Navi Mumbai
16758,Female,46+,Basic,Padel,Navi Mumbai
16759,Female,46+,Basic,Squash,Thane
16760,Male,26-35,Basic,Tennis,Dombivli
16761,Male,18-25,Basic,Tennis,Mumbai
16762,Female,46+,Premium,Tennis,Navi Mumbai
16763,Male,26-35,Basic,Badminton,Kalyan
16764,Male,36-45,Basic,Tennis,Navi Mumbai
16765,Female,46+,Premium,Table Tennis,Mulund
16766,Male,46+,Premium,Table Tennis,Thane
16767,Female,46+,Basic,Pickleball,Mumbai
16768,Male,36-45,Basic,Table Tennis,Kalyan
16769,Male,46+,Basic,Pickleball,Dombivli
16770,Female,18-25,Premium,Pickleball,Thane
16771,Female,36-45,Basic,Tennis,Dombivli
16772,Male,36-45,Basic,Table Tennis,Mulund
16773,Male,36-45,Basic,Squash,Mulund
16774,Female,46+,Basic,Padel,Dombivli
16775,Male,26-35,Premium,Table Tennis,Powai
16776,Female,26-35,Basic,Tennis,Navi Mumbai
16777,Female,36-45,Basic,Pickleball,Thane
16778,Male,36-45,Basic,Padel,Navi Mumbai
16779,Male,36-45,Basic,Pickleball,Kalyan
16780,Female,46+,Basic,Pickleball,Thane
16781,Male,46+,Premium,Pickleball,Navi Mumbai
16782,Female,36-45,Basic,Padel,Powai
16783,Male,36-45,Basic,Padel,Powai
16784,Male,26-35,Basic,Tennis,Navi Mumbai
16785,Female,26-35,Premium,Squash,Navi Mumbai
16786,Female,36-45,Premium,Squash,Navi Mumbai
16787,Male,26-35,Basic,Padel,Thane
16788,Female,36-45,Basic,Table Tennis,Mumbai
16789,Male,26-35,Basic,Padel,Powai
16790,Male,26-35,Basic,Table Tennis,Kalyan
16791,Male,18-25,Basic,Table Tennis,Mumbai
16792,Male,46+,Basic,Padel,Thane
16793,Male,46+,Basic,Pickleball,Mulund
16794,Male,36-45,Basic,Squash,Thane
16795,Female,26-35,Basic,Table Tennis,Kalyan
16796,Male,46+,Basic,Pickleball,Dombivli
16797,Female,18-25,Basic,Padel,Dombivli
16798,Female,46+,Premium,Squash,Powai
16799,Female,18-25,Basic,Squash,Powai
16800,Male,18-25,Premium,Pickleball,Dombivli
16801,Male,26-35,Premium,Badminton,Thane
16802,Male,26-35,Premium,Badminton,Mumbai
16803,Male,36-45,Premium,Tennis,Dombivli
16804,Male,18-25,Premium,Padel,Navi Mumbai
16805,Male,18-25,Premium,Badminton,Powai
16806,Male,18-25,Basic,Table Tennis,Mumbai
16807,Male,46+,Basic,Pickleball,Thane
16808,Male,36-45,Basic,Pickleball,Mumbai
16809,Male,46+,Premium,Tennis,Thane
16810,Female,26-35,Basic,Badminton,Thane
16811,Male,26-35,Basic,Table Tennis,Mulund
16812,Male,26-35,Basic,Tennis,Mumbai
16813,Male,36-45,Basic,Pickleball,Powai
16814,Male,46+,Premium,Squash,Mumbai
16815,Male,18-25,Basic,Pickleball,Kalyan
16816,Male,46+,Basic,Tennis,Navi Mumbai
16817,Male,18-25,Elite,Squash,Mulund
16818,Female,18-25,Basic,Pickleball,Mulund
16819,Male,26-35,Basic,Pickleball,Navi Mumbai
16820,Male,18-25,Basic,Padel,Mulund
16821,Male,26-35,Basic,Padel,Navi Mumbai
16822,Female,36-45,Basic,Pickleball,Thane
16823,Male,36-45,Premium,Squash,Mulund
16824,Male,36-45,Basic,Squash,Dombivli
16825,Male,18-25,Basic,Padel,Dombivli
16826,Female,36-45,Elite,Table Tennis,Powai
16827,Male,18-25,Basic,Pickleball,Thane
16828,Male,36-45,Premium,Tennis,Powai
16829,Female,46+,Premium,Table Tennis,Thane
16830,Male,26-35,Premium,Padel,Thane
16831,Male,18-25,Premium,Padel,Thane
16832,Male,36-45,Basic,Tennis,Powai
16833,Female,36-45,Basic,Squash,Powai
16834,Male,26-35,Basic,Table Tennis,Kalyan
16835,Male,26-35,Basic,Table Tennis,Mulund
16836,Female,46+,Basic,Padel,Thane
16837,Male,46+,Basic,Tennis,Mulund
16838,Male,46+,Basic,Squash,Mumbai
16839,Female,46+,Basic,Badminton,Navi Mumbai
16840,Female,18-25,Elite,Padel,Kalyan
16841,Male,18-25,Basic,Tennis,Powai
16842,Male,26-35,Basic,Pickleball,Mulund
16843,Female,18-25,Basic,Badminton,Mulund
16844,Male,46+,Basic,Pickleball,Kalyan
16845,Male,26-35,Basic,Squash,Thane
16846,Male,18-25,Basic,Pickleball,Powai
16847,Male,46+,Premium,Pickleball,Dombivli
16848,Male,18-25,Basic,Squash,Powai
16849,Female,18-25,Basic,Badminton,Mumbai
16850,Female,46+,Basic,Padel,Powai
16851,Male,46+,Basic,Padel,Mulund
16852,Male,26-35,Premium,Squash,Mumbai
16853,Male,36-45,Basic,Squash,Powai
16854,Male,26-35,Premium,Tennis,Kalyan
16855,Male,46+,Basic,Pickleball,Dombivli
16856,Male,26-35,Basic,Badminton,Kalyan
16857,Female,46+,Premium,Table Tennis,Powai
16858,Male,36-45,Basic,Tennis,Kalyan
16859,Male,46+,Premium,Tennis,Kalyan
16860,Female,46+,Premium,Badminton,Dombivli
16861,Female,26-35,Premium,Squash,Mumbai
16862,Female,18-25,Elite,Badminton,Mulund
16863,Female,46+,Basic,Padel,Mulund
16864,Male,46+,Elite,Squash,Mulund
16865,Female,26-35,Basic,Padel,Mulund
16866,Male,26-35,Basic,Tennis,Navi Mumbai
16867,Female,46+,Basic,Tennis,Powai
16868,Male,46+,Basic,Badminton,Powai
16869,Female,36-45,Premium,Table Tennis,Dombivli
16870,Male,46+,Basic,Pickleball,Dombivli
16871,Female,18-25,Basic,Squash,Navi Mumbai
16872,Female,26-35,Basic,Squash,Dombivli
16873,Male,46+,Basic,Pickleball,Navi Mumbai
16874,Male,26-35,Basic,Table Tennis,Kalyan
16875,Male,46+,Premium,Table Tennis,Mulund
16876,Female,46+,Premium,Padel,Thane
16877,Male,36-45,Basic,Table Tennis,Thane
16878,Male,36-45,Basic,Badminton,Mumbai
16879,Male,46+,Premium,Pickleball,Dombivli
16880,Male,18-25,Basic,Table Tennis,Kalyan
16881,Female,26-35,Basic,Table Tennis,Dombivli
16882,Female,36-45,Basic,Badminton,Powai
16883,Male,26-35,Premium,Tennis,Powai
16884,Female,46+,Basic,Padel,Powai
16885,Male,18-25,Basic,Tennis,Thane
16886,Male,46+,Basic,Squash,Kalyan
16887,Male,46+,Basic,Padel,Dombivli
16888,Male,18-25,Basic,Squash,Mumbai
16889,Female,18-25,Basic,Pickleball,Thane
16890,Male,46+,Basic,Pickleball,Dombivli
16891,Female,18-25,Elite,Table Tennis,Powai
16892,Male,46+,Basic,Squash,Powai
16893,Male,46+,Premium,Tennis,Mumbai
16894,Female,18-25,Basic,Tennis,Powai
16895,Female,46+,Basic,Padel,Thane
16896,Male,18-25,Elite,Badminton,Thane
16897,Male,36-45,Basic,Padel,Kalyan
16898,Male,18-25,Basic,Table Tennis,Navi Mumbai
16899,Female,36-45,Premium,Padel,Thane
16900,Male,46+,Basic,Padel,Navi Mumbai
16901,Male,18-25,Basic,Tennis,Dombivli
16902,Female,18-25,Basic,Padel,Thane
16903,Female,26-35,Basic,Padel,Powai
16904,Male,26-35,Basic,Tennis,Dombivli
16905,Male,46+,Basic,Squash,Kalyan
16906,Male,26-35,Basic,Padel,Mumbai
16907,Female,36-45,Basic,Padel,Powai
16908,Female,46+,Premium,Table Tennis,Dombivli
16909,Male,18-25,Basic,Padel,Kalyan
16910,Female,26-35,Basic,Padel,Navi Mumbai
16911,Male,36-45,Basic,Padel,Dombivli
16912,Female,26-35,Basic,Padel,Thane
16913,Male,46+,Basic,Tennis,Dombivli
16914,Male,46+,Basic,Badminton,Mulund
16915,Male,36-45,Premium,Table Tennis,Kalyan
16916,Male,36-45,Basic,Padel,Kalyan
16917,Male,18-25,Basic,Squash,Kalyan
16918,Male,36-45,Basic,Badminton,Powai
16919,Male,18-25,Basic,Pickleball,Powai
16920,Male,26-35,Premium,Squash,Navi Mumbai
16921,Female,18-25,Premium,Padel,Kalyan
16922,Male,18-25,Basic,Pickleball,Mumbai
16923,Male,46+,Elite,Pickleball,Navi Mumbai
16924,Female,36-45,Basic,Padel,Dombivli
16925,Female,46+,Basic,Tennis,Navi Mumbai
16926,Male,26-35,Basic,Squash,Mumbai
16927,Male,26-35,Premium,Table Tennis,Navi Mumbai
16928,Female,26-35,Basic,Squash,Thane
16929,Male,46+,Basic,Table Tennis,Mumbai
16930,Male,36-45,Basic,Table Tennis,Mumbai
16931,Female,18-25,Basic,Table Tennis,Mulund
16932,Female,36-45,Basic,Tennis,Mumbai
16933,Female,26-35,Elite,Squash,Kalyan
16934,Female,26-35,Basic,Badminton,Thane
16935,Male,46+,Basic,Badminton,Dombivli
16936,Male,26-35,Basic,Badminton,Mulund
16937,Female,18-25,Premium,Squash,Mulund
16938,Male,18-25,Basic,Padel,Thane
16939,Male,46+,Basic,Tennis,Navi Mumbai
16940,Female,36-45,Basic,Padel,Kalyan
16941,Male,18-25,Basic,Squash,Mulund
16942,Female,18-25,Premium,Tennis,Thane
16943,Female,36-45,Basic,Tennis,Dombivli
16944,Male,18-25,Basic,Table Tennis,Kalyan
16945,Female,18-25,Basic,Tennis,Navi Mumbai
16946,Male,36-45,Basic,Squash,Navi Mumbai
16947,Female,26-35,Premium,Table Tennis,Kalyan
16948,Female,46+,Basic,Padel,Dombivli
16949,Female,18-25,Basic,Badminton,Navi Mumbai
16950,Female,18-25,Basic,Squash,Kalyan
16951,Female,36-45,Premium,Table Tennis,Powai
16952,Female,36-45,Basic,Squash,Powai
16953,Male,46+,Basic,Tennis,Thane
16954,Male,46+,Basic,Pickleball,Dombivli
16955,Female,46+,Premium,Badminton,Mumbai
16956,Male,36-45,Premium,Badminton,Powai
16957,Female,46+,Basic,Padel,Powai
16958,Male,36-45,Basic,Squash,Mumbai
16959,Male,18-25,Basic,Squash,Powai
16960,Female,26-35,Basic,Tennis,Dombivli
16961,Male,26-35,Basic,Table Tennis,Mulund
16962,Male,18-25,Basic,Table Tennis,Powai
16963,Male,46+,Basic,Pickleball,Powai
16964,Female,46+,Premium,Table Tennis,Thane
16965,Male,18-25,Basic,Padel,Navi Mumbai
16966,Female,36-45,Basic,Table Tennis,Thane
16967,Male,26-35,Basic,Table Tennis,Powai
16968,Female,26-35,Basic,Table Tennis,Kalyan
16969,Female,26-35,Basic,Squash,Dombivli
16970,Male,46+,Premium,Tennis,Thane
16971,Male,36-45,Basic,Badminton,Mumbai
16972,Male,46+,Basic,Squash,Dombivli
16973,Male,46+,Elite,Table Tennis,Powai
16974,Male,46+,Premium,Padel,Mumbai
16975,Male,26-35,Premium,Tennis,Mumbai
16976,Male,18-25,Basic,Badminton,Mumbai
16977,Female,36-45,Basic,Padel,Mulund
16978,Male,36-45,Basic,Tennis,Dombivli
16979,Male,36-45,Premium,Table Tennis,Mulund
16980,Female,18-25,Premium,Badminton,Navi Mumbai
16981,Male,46+,Premium,Table Tennis,Thane
16982,Male,18-25,Basic,Padel,Navi Mumbai
16983,Male,46+,Basic,Squash,Powai
16984,Female,18-25,Basic,Badminton,Navi Mumbai
16985,Male,26-35,Basic,Padel,Dombivli
16986,Male,18-25,Basic,Squash,Powai
16987,Male,46+,Basic,Squash,Kalyan
16988,Male,26-35,Basic,Pickleball,Powai
16989,Male,46+,Elite,Padel,Powai
16990,Male,36-45,Premium,Tennis,Navi Mumbai
16991,Male,46+,Basic,Padel,Kalyan
16992,Male,26-35,Basic,Tennis,Powai
16993,Female,36-45,Basic,Badminton,Mumbai
16994,Female,36-45,Basic,Padel,Powai
16995,Female,26-35,Basic,Tennis,Navi Mumbai
16996,Male,18-25,Basic,Tennis,Mulund
16997,Female,36-45,Basic,Badminton,Powai
16998,Female,26-35,Basic,Tennis,Navi Mumbai
16999,Male,46+,Basic,Pickleball,Dombivli
17000,Female,36-45,Basic,Padel,Kalyan
17001,Male,18-25,Premium,Badminton,Powai
17002,Male,18-25,Premium,Badminton,Mulund
17003,Female,26-35,Basic,Table Tennis,Mumbai
17004,Male,36-45,Basic,Pickleball,Navi Mumbai
17005,Male,26-35,Basic,Table Tennis,Navi Mumbai
17006,Male,46+,Basic,Pickleball,Navi Mumbai
17007,Female,36-45,Basic,Tennis,Navi Mumbai
17008,Male,18-25,Basic,Squash,Mulund
17009,Male,46+,Elite,Tennis,Powai
17010,Female,18-25,Basic,Badminton,Kalyan
17011,Male,26-35,Basic,Table Tennis,Mumbai
17012,Male,36-45,Basic,Padel,Dombivli
17013,Female,26-35,Basic,Padel,Thane
17014,Male,18-25,Basic,Table Tennis,Mumbai
17015,Male,26-35,Premium,Pickleball,Kalyan
17016,Male,36-45,Basic,Pickleball,Thane
17017,Female,18-25,Basic,Squash,Kalyan
17018,Female,36-45,Basic,Badminton,Navi Mumbai
17019,Male,26-35,Basic,Badminton,Kalyan
17020,Male,36-45,Basic,Table Tennis,Dombivli
17021,Male,26-35,Basic,Tennis,Mumbai
17022,Male,46+,Basic,Squash,Kalyan
17023,Male,18-25,Basic,Padel,Mumbai
17024,Female,36-45,Basic,Pickleball,Kalyan
17025,Male,36-45,Basic,Badminton,Navi Mumbai
17026,Female,26-35,Premium,Tennis,Powai
17027,Male,36-45,Premium,Squash,Mumbai
17028,Male,26-35,Basic,Pickleball,Powai
17029,Female,46+,Premium,Table Tennis,Dombivli
17030,Male,36-45,Elite,Tennis,Powai
17031,Female,46+,Premium,Badminton,Dombivli
17032,Female,18-25,Premium,Badminton,Mulund
17033,Male,18-25,Basic,Padel,Mumbai
17034,Female,18-25,Basic,Pickleball,Dombivli
17035,Female,26-35,Basic,Tennis,Mumbai
17036,Female,18-25,Basic,Table Tennis,Kalyan
17037,Female,46+,Basic,Squash,Thane
17038,Female,26-35,Basic,Squash,Mumbai
17039,Male,18-25,Basic,Padel,Mumbai
17040,Male,36-45,Basic,Table Tennis,Dombivli
17041,Female,26-35,Premium,Badminton,Mulund
17042,Male,18-25,Basic,Table Tennis,Dombivli
17043,Male,46+,Basic,Table Tennis,Thane
17044,Male,46+,Premium,Squash,Thane
17045,Male,46+,Basic,Table Tennis,Dombivli
17046,Male,46+,Basic,Padel,Powai
17047,Male,36-45,Premium,Squash,Thane
17048,Female,46+,Premium,Tennis,Thane
17049,Female,26-35,Basic,Squash,Kalyan
17050,Male,26-35,Basic,Table Tennis,Mulund
17051,Male,36-45,Basic,Badminton,Dombivli
17052,Female,26-35,Basic,Pickleball,Powai
17053,Female,26-35,Basic,Table Tennis,Mumbai
17054,Male,46+,Premium,Badminton,Thane
17055,Female,36-45,Premium,Padel,Mumbai
17056,Male,36-45,Premium,Padel,Dombivli
17057,Female,18-25,Basic,Padel,Thane
17058,Male,36-45,Premium,Padel,Mumbai
17059,Female,36-45,Basic,Badminton,Mumbai
17060,Male,46+,Basic,Tennis,Navi Mumbai
17061,Female,46+,Basic,Table Tennis,Mumbai
17062,Male,36-45,Basic,Tennis,Navi Mumbai
17063,Female,26-35,Basic,Badminton,Mumbai
17064,Male,18-25,Basic,Tennis,Thane
17065,Male,36-45,Basic,Padel,Mulund
17066,Male,36-45,Premium,Padel,Dombivli
17067,Female,36-45,Basic,Pickleball,Dombivli
17068,Male,26-35,Basic,Squash,Powai
17069,Female,26-35,Basic,Pickleball,Powai
17070,Female,26-35,Basic,Tennis,Dombivli
17071,Male,26-35,Basic,Squash,Powai
17072,Female,18-25,Basic,Tennis,Kalyan
17073,Female,18-25,Basic,Table Tennis,Dombivli
17074,Female,18-25,Premium,Tennis,Navi Mumbai
17075,Male,46+,Basic,Table Tennis,Dombivli
17076,Male,46+,Basic,Badminton,Dombivli
17077,Female,46+,Basic,Padel,Powai
17078,Female,46+,Premium,Pickleball,Mumbai
17079,Female,26-35,Premium,Badminton,Dombivli
17080,Female,26-35,Basic,Tennis,Thane
17081,Male,46+,Basic,Tennis,Mumbai
17082,Male,26-35,Basic,Tennis,Mumbai
17083,Male,18-25,Basic,Badminton,Dombivli
17084,Female,46+,Basic,Pickleball,Powai
17085,Female,36-45,Premium,Pickleball,Mumbai
17086,Male,36-45,Premium,Squash,Dombivli
17087,Male,46+,Basic,Padel,Thane
17088,Female,26-35,Basic,Table Tennis,Dombivli
17089,Male,26-35,Basic,Tennis,Kalyan
17090,Female,18-25,Premium,Squash,Mumbai
17091,Male,18-25,Basic,Pickleball,Kalyan
17092,Male,26-35,Basic,Padel,Powai
17093,Female,26-35,Premium,Padel,Dombivli
17094,Male,18-25,Basic,Padel,Navi Mumbai
17095,Male,46+,Basic,Pickleball,Mumbai
17096,Male,46+,Basic,Padel,Mulund
17097,Male,18-25,Basic,Pickleball,Kalyan
17098,Female,46+,Premium,Squash,Navi Mumbai
17099,Female,18-25,Basic,Badminton,Mumbai
17100,Male,18-25,Basic,Table Tennis,Thane
17101,Male,18-25,Basic,Table Tennis,Dombivli
17102,Male,36-45,Basic,Padel,Navi Mumbai
17103,Female,46+,Premium,Padel,Navi Mumbai
17104,Female,18-25,Basic,Pickleball,Mulund
17105,Male,26-35,Basic,Badminton,Navi Mumbai
17106,Male,46+,Premium,Squash,Navi Mumbai
17107,Female,36-45,Basic,Pickleball,Thane
17108,Male,18-25,Basic,Badminton,Mulund
17109,Female,46+,Basic,Tennis,Powai
17110,Female,36-45,Premium,Padel,Thane
17111,Male,36-45,Basic,Padel,Mulund
17112,Male,26-35,Basic,Squash,Mumbai
17113,Male,36-45,Elite,Padel,Powai
17114,Female,18-25,Basic,Badminton,Dombivli
17115,Male,26-35,Basic,Pickleball,Thane
17116,Female,36-45,Premium,Pickleball,Thane
17117,Male,36-45,Basic,Padel,Kalyan
17118,Female,18-25,Basic,Tennis,Thane
17119,Male,36-45,Premium,Pickleball,Thane
17120,Male,26-35,Basic,Badminton,Powai
17121,Male,46+,Basic,Tennis,Thane
17122,Female,46+,Elite,Table Tennis,Powai
