inventory_id,store_id,product_id,current_stock,reorder_level,lead_time_days,stock_status
8762,6,1076,8,25,13,Low Stock
8763,5,1011,144,30,10,Healthy
8764,6,1006,5,25,3,Low Stock
8765,3,1134,128,30,11,Healthy
8766,6,1078,55,30,10,Healthy
8767,5,1035,15,25,9,Low Stock
8768,2,1003,134,30,5,Healthy
8769,2,1009,108,30,6,Healthy
8770,1,1093,18,25,12,Low Stock
8771,5,1012,102,30,4,Healthy
8772,5,1143,256,50,12,Overstock
8773,1,1036,20,25,13,Low Stock
8774,2,1114,131,30,11,Healthy
8775,2,1134,6,25,6,Low Stock
8776,5,1003,100,30,4,Healthy
8777,5,1027,98,30,5,Healthy
8778,1,1137,375,50,9,Overstock
8779,1,1130,9,25,15,Low Stock
8780,5,1047,17,25,9,Low Stock
8781,2,1004,17,25,14,Low Stock
8782,3,1037,109,30,12,Healthy
8783,3,1026,279,50,14,Overstock
8784,5,1116,4,25,8,Low Stock
8785,2,1008,66,30,10,Healthy
8786,5,1015,17,25,13,Low Stock
8787,2,1012,72,30,10,Healthy
8788,6,1101,104,30,4,Healthy
8789,2,1057,15,25,6,Low Stock
8790,5,1020,74,30,13,Healthy
8791,3,1053,2,25,5,Low Stock
8792,4,1049,70,30,15,Healthy
8793,4,1122,117,30,3,Healthy
8794,1,1038,138,30,15,Healthy
8795,5,1019,15,25,8,Low Stock
8796,6,1146,90,30,6,Healthy
8797,5,1050,86,30,9,Healthy
8798,6,1149,436,50,6,Overstock
8799,4,1069,105,30,6,Healthy
8800,1,1006,254,50,5,Overstock
8801,4,1144,78,30,4,Healthy
8802,6,1051,70,30,10,Healthy
8803,4,1050,81,30,12,Healthy
8804,4,1030,63,30,11,Healthy
8805,4,1047,88,30,14,Healthy
8806,4,1120,8,25,5,Low Stock
8807,6,1101,18,25,4,Low Stock
8808,2,1051,4,25,8,Low Stock
8809,2,1141,146,30,13,Healthy
8810,5,1117,142,30,3,Healthy
8811,1,1105,6,25,8,Low Stock
8812,3,1141,56,30,6,Healthy
8813,3,1131,0,25,7,Low Stock
8814,1,1010,86,30,9,Healthy
8815,6,1003,90,30,15,Healthy
8816,3,1116,6,25,14,Low Stock
8817,2,1013,133,30,13,Healthy
8818,5,1002,148,30,7,Healthy
8819,3,1028,84,30,15,Healthy
8820,2,1068,108,30,7,Healthy
8821,6,1090,229,50,13,Overstock
8822,1,1077,64,30,14,Healthy
8823,2,1081,105,30,7,Healthy
8824,3,1148,290,50,10,Overstock
8825,4,1103,125,30,12,Healthy
8826,2,1038,481,50,15,Overstock
8827,4,1102,12,25,14,Low Stock
8828,6,1055,110,30,7,Healthy
8829,4,1009,64,30,10,Healthy
8830,5,1024,339,50,5,Overstock
8831,5,1025,13,25,3,Low Stock
8832,3,1028,124,30,5,Healthy
8833,4,1132,263,50,10,Overstock
8834,3,1032,432,50,8,Overstock
8835,4,1093,62,30,6,Healthy
8836,1,1150,96,30,5,Healthy
8837,1,1049,12,25,6,Low Stock
8838,3,1043,93,30,7,Healthy
8839,1,1013,80,30,5,Healthy
8840,6,1119,93,30,9,Healthy
8841,4,1020,134,30,15,Healthy
8842,4,1097,455,50,14,Overstock
8843,1,1063,354,50,7,Overstock
8844,1,1093,18,25,10,Low Stock
8845,6,1060,139,30,6,Healthy
8846,1,1033,130,30,7,Healthy
8847,3,1049,83,30,12,Healthy
8848,3,1128,116,30,10,Healthy
8849,1,1102,133,30,12,Healthy
8850,1,1023,141,30,10,Healthy
8851,2,1147,90,30,15,Healthy
8852,4,1094,4,25,14,Low Stock
8853,2,1097,17,25,8,Low Stock
8854,2,1037,107,30,3,Healthy
8855,3,1097,472,50,8,Overstock
8856,2,1085,11,25,7,Low Stock
8857,5,1068,81,30,10,Healthy
8858,3,1071,142,30,10,Healthy
8859,3,1070,380,50,13,Overstock
8860,2,1062,114,30,7,Healthy
8861,5,1047,7,25,3,Low Stock
8862,5,1058,392,50,6,Overstock
8863,4,1015,60,30,10,Healthy
8864,5,1041,70,30,9,Healthy
8865,3,1086,0,25,10,Low Stock
8866,6,1099,249,50,11,Overstock
8867,6,1036,55,30,4,Healthy
8868,4,1001,449,50,11,Overstock
8869,5,1036,11,25,10,Low Stock
8870,1,1144,78,30,6,Healthy
8871,6,1123,0,25,6,Low Stock
8872,1,1136,64,30,7,Healthy
8873,1,1150,138,30,12,Healthy
8874,2,1111,80,30,11,Healthy
8875,6,1107,105,30,8,Healthy
8876,2,1103,8,25,7,Low Stock
8877,1,1131,73,30,11,Healthy
8878,3,1040,57,30,13,Healthy
8879,2,1073,140,30,15,Healthy
8880,1,1075,14,25,15,Low Stock
8881,5,1084,239,50,15,Overstock
8882,5,1133,116,30,14,Healthy
8883,4,1013,120,30,11,Healthy
8884,3,1095,13,25,8,Low Stock
8885,5,1110,116,30,6,Healthy
8886,6,1097,236,50,11,Overstock
8887,4,1109,100,30,3,Healthy
8888,2,1071,146,30,9,Healthy
8889,3,1119,105,30,12,Healthy
8890,4,1116,99,30,11,Healthy
8891,1,1142,306,50,11,Overstock
8892,4,1050,103,30,8,Healthy
8893,1,1099,113,30,5,Healthy
8894,3,1074,112,30,3,Healthy
8895,2,1059,128,30,9,Healthy
8896,6,1027,143,30,5,Healthy
8897,3,1122,66,30,8,Healthy
8898,1,1025,10,25,4,Low Stock
8899,2,1052,218,50,9,Overstock
8900,4,1005,69,30,5,Healthy
8901,6,1109,261,50,9,Overstock
8902,5,1089,107,30,15,Healthy
8903,1,1008,123,30,10,Healthy
8904,3,1044,18,25,13,Low Stock
8905,4,1105,5,25,6,Low Stock
8906,3,1036,84,30,4,Healthy
8907,2,1034,126,30,13,Healthy
8908,6,1123,92,30,11,Healthy
8909,6,1129,146,30,11,Healthy
8910,1,1011,65,30,14,Healthy
8911,3,1052,112,30,12,Healthy
8912,3,1072,20,25,9,Low Stock
8913,5,1037,61,30,8,Healthy
8914,1,1017,76,30,9,Healthy
8915,3,1073,93,30,13,Healthy
8916,2,1039,129,30,7,Healthy
8917,4,1036,11,25,4,Low Stock
8918,4,1056,122,30,8,Healthy
8919,1,1104,252,50,5,Overstock
8920,5,1037,125,30,6,Healthy
8921,2,1105,59,30,13,Healthy
8922,3,1077,11,25,12,Low Stock
8923,6,1138,130,30,5,Healthy
8924,2,1015,129,30,7,Healthy
8925,5,1010,127,30,4,Healthy
8926,1,1106,96,30,4,Healthy
8927,4,1113,108,30,8,Healthy
8928,2,1033,150,30,12,Healthy
8929,1,1018,90,30,4,Healthy
8930,6,1062,150,30,6,Healthy
8931,4,1006,0,25,11,Low Stock
8932,3,1125,106,30,15,Healthy
8933,6,1105,93,30,12,Healthy
8934,5,1065,3,25,6,Low Stock
8935,5,1059,90,30,4,Healthy
8936,4,1041,63,30,10,Healthy
8937,1,1007,56,30,6,Healthy
8938,5,1136,100,30,9,Healthy
8939,2,1118,76,30,5,Healthy
8940,5,1008,55,30,14,Healthy
8941,5,1098,129,30,8,Healthy
8942,4,1095,129,30,6,Healthy
8943,5,1101,141,30,5,Healthy
8944,4,1102,7,25,3,Low Stock
8945,4,1028,134,30,14,Healthy
8946,1,1121,12,25,12,Low Stock
8947,2,1133,58,30,14,Healthy
8948,6,1093,97,30,9,Healthy
8949,3,1021,115,30,7,Healthy
8950,2,1112,77,30,7,Healthy
8951,3,1140,476,50,11,Overstock
8952,2,1112,12,25,9,Low Stock
8953,3,1032,115,30,12,Healthy
8954,6,1034,130,30,11,Healthy
8955,6,1129,11,25,10,Low Stock
8956,3,1139,79,30,13,Healthy
8957,6,1115,119,30,5,Healthy
8958,3,1092,5,25,6,Low Stock
8959,4,1073,56,30,14,Healthy
8960,5,1071,64,30,9,Healthy
8961,1,1101,85,30,15,Healthy
8962,1,1050,19,25,7,Low Stock
8963,2,1007,75,30,5,Healthy
8964,5,1044,69,30,3,Healthy
8965,3,1017,58,30,9,Healthy
8966,2,1041,299,50,12,Overstock
8967,1,1142,147,30,13,Healthy
8968,3,1077,79,30,11,Healthy
8969,6,1065,17,25,8,Low Stock
8970,3,1089,138,30,7,Healthy
8971,3,1104,106,30,10,Healthy
8972,3,1046,132,30,13,Healthy
8973,6,1100,134,30,15,Healthy
8974,6,1026,78,30,8,Healthy
8975,2,1137,96,30,13,Healthy
8976,6,1142,4,25,11,Low Stock
8977,6,1122,425,50,3,Overstock
8978,2,1129,145,30,13,Healthy
8979,4,1068,420,50,12,Overstock
8980,2,1142,147,30,7,Healthy
8981,4,1057,141,30,4,Healthy
8982,2,1043,148,30,10,Healthy
8983,1,1059,451,50,11,Overstock
8984,3,1079,100,30,11,Healthy
8985,5,1038,116,30,3,Healthy
8986,3,1089,117,30,10,Healthy
8987,3,1012,129,30,15,Healthy
8988,2,1023,55,30,7,Healthy
8989,2,1049,92,30,10,Healthy
8990,5,1146,70,30,15,Healthy
8991,6,1103,127,30,14,Healthy
8992,6,1077,131,30,8,Healthy
8993,3,1144,89,30,15,Healthy
8994,4,1081,106,30,13,Healthy
8995,6,1003,150,30,15,Healthy
8996,4,1087,141,30,13,Healthy
8997,2,1115,4,25,5,Low Stock
8998,5,1069,418,50,6,Overstock
8999,1,1111,80,30,11,Healthy
9000,5,1053,272,50,8,Overstock
9001,6,1149,291,50,13,Overstock
9002,6,1014,80,30,9,Healthy
9003,2,1094,0,25,7,Low Stock
9004,4,1139,16,25,3,Low Stock
9005,2,1074,8,25,15,Low Stock
9006,2,1009,67,30,4,Healthy
9007,6,1139,60,30,13,Healthy
9008,2,1134,127,30,14,Healthy
9009,3,1090,138,30,10,Healthy
9010,6,1041,145,30,10,Healthy
9011,5,1009,8,25,12,Low Stock
9012,4,1099,202,50,7,Overstock
9013,3,1077,129,30,6,Healthy
9014,2,1135,94,30,12,Healthy
9015,3,1115,150,30,9,Healthy
9016,4,1125,100,30,11,Healthy
9017,1,1024,121,30,8,Healthy
9018,2,1115,15,25,3,Low Stock
9019,6,1095,83,30,8,Healthy
9020,3,1017,330,50,12,Overstock
9021,1,1068,63,30,8,Healthy
9022,2,1091,89,30,7,Healthy
9023,3,1073,238,50,4,Overstock
9024,4,1011,126,30,6,Healthy
9025,6,1047,124,30,11,Healthy
9026,2,1050,67,30,8,Healthy
9027,1,1121,106,30,3,Healthy
9028,6,1057,4,25,13,Low Stock
9029,1,1069,74,30,15,Healthy
9030,4,1043,2,25,8,Low Stock
9031,4,1015,95,30,8,Healthy
9032,2,1061,122,30,4,Healthy
9033,1,1128,62,30,7,Healthy
9034,5,1063,14,25,12,Low Stock
9035,4,1044,82,30,8,Healthy
9036,2,1107,8,25,14,Low Stock
9037,5,1149,3,25,9,Low Stock
9038,4,1063,141,30,9,Healthy
9039,5,1127,67,30,7,Healthy
9040,5,1063,62,30,8,Healthy
9041,2,1062,136,30,15,Healthy
9042,3,1146,107,30,11,Healthy
9043,2,1109,17,25,12,Low Stock
9044,5,1093,70,30,3,Healthy
9045,6,1112,118,30,9,Healthy
9046,3,1098,85,30,5,Healthy
9047,6,1001,8,25,8,Low Stock
9048,3,1068,7,25,7,Low Stock
9049,2,1110,50,30,13,Healthy
9050,4,1080,98,30,14,Healthy
9051,3,1010,109,30,6,Healthy
9052,2,1119,126,30,14,Healthy
9053,5,1120,16,25,3,Low Stock
9054,6,1057,448,50,14,Overstock
9055,3,1128,146,30,8,Healthy
9056,1,1105,77,30,3,Healthy
9057,6,1103,76,30,3,Healthy
9058,5,1082,106,30,10,Healthy
9059,1,1143,141,30,4,Healthy
9060,4,1088,265,50,3,Overstock
9061,3,1002,84,30,10,Healthy
9062,6,1047,52,30,13,Healthy
9063,5,1015,89,30,4,Healthy
9064,6,1008,98,30,15,Healthy
9065,1,1033,150,30,15,Healthy
9066,2,1042,66,30,10,Healthy
9067,6,1086,103,30,3,Healthy
9068,5,1147,95,30,6,Healthy
9069,6,1088,141,30,5,Healthy
9070,6,1061,86,30,13,Healthy
9071,3,1030,72,30,3,Healthy
9072,4,1033,121,30,4,Healthy
9073,3,1006,68,30,11,Healthy
9074,1,1016,83,30,15,Healthy
9075,3,1114,98,30,10,Healthy
9076,2,1043,3,25,6,Low Stock
9077,4,1130,6,25,3,Low Stock
9078,1,1146,17,25,9,Low Stock
9079,3,1114,67,30,9,Healthy
9080,3,1093,277,50,13,Overstock
9081,4,1016,115,30,9,Healthy
9082,5,1053,17,25,9,Low Stock
9083,4,1116,117,30,11,Healthy
9084,4,1029,4,25,10,Low Stock
9085,6,1020,368,50,5,Overstock
9086,2,1071,3,25,7,Low Stock
9087,2,1125,15,25,11,Low Stock
9088,2,1072,0,25,14,Low Stock
9089,5,1015,65,30,4,Healthy
9090,6,1027,425,50,9,Overstock
9091,2,1007,56,30,8,Healthy
9092,2,1107,144,30,9,Healthy
9093,5,1050,8,25,10,Low Stock
9094,4,1004,217,50,13,Overstock
9095,6,1019,121,30,9,Healthy
9096,3,1142,134,30,15,Healthy
9097,2,1117,108,30,15,Healthy
9098,4,1088,124,30,8,Healthy
9099,2,1029,18,25,14,Low Stock
9100,6,1117,452,50,10,Overstock
9101,4,1134,125,30,14,Healthy
9102,4,1088,386,50,6,Overstock
9103,4,1008,141,30,8,Healthy
9104,4,1121,370,50,14,Overstock
9105,1,1081,148,30,8,Healthy
9106,4,1145,99,30,10,Healthy
9107,1,1062,3,25,13,Low Stock
9108,1,1025,419,50,11,Overstock
9109,2,1094,20,25,3,Low Stock
9110,2,1085,125,30,12,Healthy
9111,5,1060,112,30,9,Healthy
9112,3,1086,71,30,14,Healthy
9113,1,1085,107,30,5,Healthy
9114,3,1019,148,30,10,Healthy
9115,3,1128,149,30,5,Healthy
9116,5,1106,20,25,14,Low Stock
9117,6,1019,106,30,12,Healthy
9118,3,1027,100,30,4,Healthy
9119,5,1102,72,30,6,Healthy
9120,1,1088,110,30,12,Healthy
9121,2,1065,261,50,12,Overstock
9122,3,1148,80,30,4,Healthy
9123,2,1023,3,25,14,Low Stock
9124,3,1101,145,30,5,Healthy
9125,5,1070,112,30,10,Healthy
9126,3,1060,117,30,6,Healthy
9127,2,1037,136,30,15,Healthy
9128,1,1093,96,30,15,Healthy
9129,2,1141,379,50,14,Overstock
9130,6,1104,149,30,10,Healthy
9131,6,1090,103,30,8,Healthy
9132,4,1135,0,25,15,Low Stock
9133,1,1121,87,30,9,Healthy
9134,1,1082,384,50,14,Overstock
9135,4,1060,65,30,8,Healthy
9136,3,1104,280,50,14,Overstock
9137,2,1146,87,30,8,Healthy
9138,2,1107,7,25,15,Low Stock
9139,6,1094,85,30,3,Healthy
9140,2,1097,52,30,12,Healthy
9141,5,1086,84,30,5,Healthy
9142,5,1083,10,25,13,Low Stock
9143,6,1120,145,30,10,Healthy
9144,3,1058,128,30,13,Healthy
9145,3,1066,140,30,7,Healthy
9146,4,1014,136,30,7,Healthy
9147,3,1032,89,30,15,Healthy
9148,5,1091,14,25,7,Low Stock
9149,2,1038,146,30,8,Healthy
9150,1,1089,10,25,5,Low Stock
9151,4,1120,17,25,4,Low Stock
9152,4,1077,53,30,14,Healthy
9153,4,1134,60,30,9,Healthy
9154,2,1039,71,30,3,Healthy
9155,1,1139,103,30,7,Healthy
9156,4,1039,14,25,4,Low Stock
9157,6,1042,4,25,5,Low Stock
9158,2,1035,73,30,15,Healthy
9159,1,1030,85,30,10,Healthy
9160,1,1095,64,30,10,Healthy
9161,1,1004,102,30,7,Healthy
9162,3,1052,18,25,14,Low Stock
9163,4,1095,88,30,14,Healthy
9164,4,1070,9,25,12,Low Stock
9165,1,1023,130,30,12,Healthy
9166,3,1016,118,30,3,Healthy
9167,4,1125,337,50,14,Overstock
9168,3,1078,68,30,11,Healthy
9169,5,1118,92,30,4,Healthy
9170,2,1009,71,30,13,Healthy
9171,1,1054,20,25,14,Low Stock
9172,5,1123,87,30,6,Healthy
9173,5,1009,4,25,9,Low Stock
9174,6,1091,79,30,12,Healthy
9175,4,1076,14,25,13,Low Stock
9176,2,1140,81,30,9,Healthy
9177,6,1105,89,30,15,Healthy
9178,5,1104,99,30,13,Healthy
9179,3,1060,149,30,15,Healthy
9180,2,1065,114,30,11,Healthy
9181,4,1001,76,30,3,Healthy
9182,1,1063,81,30,15,Healthy
9183,5,1019,109,30,7,Healthy
9184,1,1132,96,30,9,Healthy
9185,4,1026,116,30,5,Healthy
9186,4,1097,126,30,12,Healthy
9187,2,1107,86,30,7,Healthy
9188,1,1019,106,30,3,Healthy
9189,1,1092,62,30,11,Healthy
9190,4,1035,142,30,5,Healthy
9191,5,1095,78,30,14,Healthy
9192,2,1039,5,25,3,Low Stock
9193,4,1108,20,25,12,Low Stock
9194,2,1051,143,30,8,Healthy
9195,5,1117,70,30,4,Healthy
9196,4,1047,67,30,9,Healthy
9197,1,1150,4,25,6,Low Stock
9198,5,1097,434,50,13,Overstock
9199,6,1025,109,30,14,Healthy
9200,3,1144,3,25,15,Low Stock
9201,4,1149,17,25,10,Low Stock
9202,6,1060,99,30,5,Healthy
9203,6,1133,276,50,11,Overstock
9204,2,1053,238,50,11,Overstock
9205,4,1144,57,30,5,Healthy
9206,5,1045,101,30,13,Healthy
9207,5,1113,127,30,12,Healthy
9208,1,1066,17,25,12,Low Stock
9209,5,1049,128,30,3,Healthy
9210,5,1134,52,30,13,Healthy
9211,4,1134,89,30,13,Healthy
9212,4,1088,18,25,8,Low Stock
9213,4,1104,104,30,15,Healthy
9214,4,1142,131,30,15,Healthy
9215,3,1025,237,50,13,Overstock
9216,2,1119,96,30,14,Healthy
9217,5,1075,73,30,15,Healthy
9218,2,1023,15,25,13,Low Stock
9219,3,1138,73,30,4,Healthy
9220,2,1025,110,30,12,Healthy
9221,6,1016,56,30,7,Healthy
9222,4,1124,76,30,7,Healthy
9223,4,1123,304,50,3,Overstock
9224,2,1017,115,30,14,Healthy
9225,2,1081,96,30,9,Healthy
9226,2,1053,93,30,8,Healthy
9227,6,1116,80,30,14,Healthy
9228,6,1020,119,30,5,Healthy
9229,1,1071,12,25,7,Low Stock
9230,2,1092,52,30,15,Healthy
9231,2,1089,15,25,11,Low Stock
9232,3,1005,56,30,5,Healthy
9233,4,1128,101,30,12,Healthy
9234,3,1052,89,30,9,Healthy
9235,4,1146,3,25,3,Low Stock
9236,1,1122,14,25,3,Low Stock
9237,3,1027,103,30,7,Healthy
9238,1,1095,148,30,11,Healthy
9239,3,1011,112,30,4,Healthy
9240,2,1054,94,30,13,Healthy
9241,1,1142,130,30,11,Healthy
9242,3,1013,107,30,5,Healthy
9243,4,1102,117,30,13,Healthy
9244,3,1075,12,25,8,Low Stock
9245,3,1034,120,30,12,Healthy
9246,3,1036,62,30,3,Healthy
9247,2,1001,66,30,8,Healthy
9248,1,1068,100,30,12,Healthy
9249,2,1088,128,30,15,Healthy
9250,2,1074,17,25,11,Low Stock
9251,6,1131,4,25,14,Low Stock
9252,4,1124,118,30,14,Healthy
9253,4,1010,135,30,6,Healthy
9254,2,1149,55,30,13,Healthy
9255,2,1005,67,30,10,Healthy
9256,1,1129,6,25,10,Low Stock
9257,6,1114,132,30,9,Healthy
9258,6,1011,7,25,4,Low Stock
9259,5,1112,10,25,14,Low Stock
9260,3,1106,427,50,7,Overstock
9261,5,1047,5,25,15,Low Stock
9262,5,1002,252,50,14,Overstock
9263,3,1112,103,30,13,Healthy
9264,4,1144,115,30,15,Healthy
9265,3,1058,97,30,11,Healthy
9266,4,1065,79,30,10,Healthy
9267,1,1039,120,30,13,Healthy
9268,1,1050,280,50,12,Overstock
9269,5,1070,226,50,7,Overstock
9270,3,1113,0,25,3,Low Stock
9271,3,1093,51,30,14,Healthy
9272,3,1057,109,30,15,Healthy
9273,3,1012,132,30,7,Healthy
9274,6,1029,317,50,11,Overstock
9275,3,1048,118,30,6,Healthy
9276,4,1081,457,50,13,Overstock
9277,3,1110,110,30,5,Healthy
9278,6,1100,300,50,10,Overstock
9279,5,1026,0,25,3,Low Stock
9280,1,1145,68,30,9,Healthy
9281,1,1081,96,30,5,Healthy
9282,1,1101,0,25,8,Low Stock
9283,5,1057,270,50,11,Overstock
9284,5,1144,13,25,6,Low Stock
9285,4,1096,129,30,6,Healthy
9286,4,1093,68,30,8,Healthy
9287,2,1130,105,30,13,Healthy
9288,6,1016,79,30,11,Healthy
9289,6,1072,92,30,6,Healthy
9290,5,1069,144,30,8,Healthy
9291,5,1016,149,30,13,Healthy
9292,3,1093,79,30,11,Healthy
9293,1,1003,83,30,15,Healthy
9294,5,1122,55,30,6,Healthy
9295,2,1132,127,30,13,Healthy
9296,5,1013,6,25,6,Low Stock
9297,5,1066,19,25,8,Low Stock
9298,1,1068,103,30,5,Healthy
9299,6,1038,477,50,8,Overstock
9300,1,1104,95,30,14,Healthy
9301,4,1123,113,30,12,Healthy
9302,5,1102,86,30,4,Healthy
9303,6,1025,129,30,7,Healthy
9304,3,1133,116,30,3,Healthy
9305,6,1036,60,30,8,Healthy
9306,6,1026,93,30,9,Healthy
9307,1,1083,64,30,3,Healthy
9308,4,1103,221,50,5,Overstock
9309,5,1048,78,30,14,Healthy
9310,5,1010,139,30,13,Healthy
9311,3,1114,148,30,11,Healthy
9312,4,1070,3,25,10,Low Stock
9313,3,1015,300,50,11,Overstock
9314,2,1009,225,50,5,Overstock
9315,3,1037,59,30,3,Healthy
9316,2,1119,129,30,13,Healthy
9317,4,1149,4,25,14,Low Stock
9318,2,1018,61,30,7,Healthy
9319,6,1051,94,30,4,Healthy
9320,6,1135,404,50,15,Overstock
9321,6,1027,130,30,7,Healthy
9322,6,1091,98,30,15,Healthy
9323,4,1085,86,30,11,Healthy
9324,6,1018,480,50,11,Overstock
9325,6,1118,5,25,15,Low Stock
9326,6,1014,137,30,11,Healthy
9327,3,1102,359,50,7,Overstock
9328,1,1143,70,30,9,Healthy
9329,4,1058,17,25,14,Low Stock
9330,6,1133,65,30,14,Healthy
9331,3,1038,131,30,3,Healthy
9332,2,1069,3,25,3,Low Stock
9333,6,1145,8,25,10,Low Stock
9334,1,1060,83,30,9,Healthy
9335,1,1079,132,30,8,Healthy
9336,6,1062,144,30,5,Healthy
9337,1,1025,461,50,8,Overstock
9338,2,1133,114,30,8,Healthy
9339,6,1075,115,30,13,Healthy
9340,3,1065,17,25,5,Low Stock
9341,3,1124,57,30,9,Healthy
9342,3,1012,7,25,5,Low Stock
9343,3,1150,53,30,5,Healthy
9344,5,1021,115,30,9,Healthy
9345,6,1107,295,50,6,Overstock
9346,6,1048,18,25,7,Low Stock
9347,1,1089,133,30,5,Healthy
9348,1,1040,73,30,6,Healthy
9349,3,1051,131,30,15,Healthy
9350,4,1098,94,30,3,Healthy
9351,3,1044,136,30,11,Healthy
9352,1,1037,64,30,7,Healthy
9353,4,1033,12,25,10,Low Stock
9354,3,1124,2,25,12,Low Stock
9355,3,1111,406,50,4,Overstock
9356,6,1113,133,30,7,Healthy
9357,1,1095,135,30,5,Healthy
9358,3,1030,13,25,3,Low Stock
9359,1,1124,6,25,6,Low Stock
9360,1,1030,11,25,11,Low Stock
9361,5,1004,9,25,3,Low Stock
9362,6,1091,120,30,3,Healthy
9363,1,1026,10,25,13,Low Stock
9364,6,1025,3,25,12,Low Stock
9365,1,1128,9,25,14,Low Stock
9366,3,1089,139,30,14,Healthy
9367,3,1063,92,30,10,Healthy
9368,2,1071,97,30,15,Healthy
9369,3,1140,382,50,4,Overstock
9370,1,1102,144,30,9,Healthy
9371,3,1136,129,30,9,Healthy
9372,5,1028,100,30,4,Healthy
9373,6,1008,124,30,14,Healthy
9374,5,1121,91,30,6,Healthy
9375,6,1028,112,30,14,Healthy
9376,2,1035,77,30,13,Healthy
9377,4,1039,92,30,6,Healthy
9378,5,1072,11,25,15,Low Stock
9379,1,1015,73,30,7,Healthy
9380,3,1116,119,30,3,Healthy
9381,6,1146,52,30,7,Healthy
9382,4,1117,54,30,15,Healthy
9383,6,1006,12,25,11,Low Stock
9384,4,1053,73,30,5,Healthy
9385,3,1033,436,50,14,Overstock
9386,3,1046,215,50,10,Overstock
9387,1,1030,64,30,12,Healthy
9388,5,1118,52,30,8,Healthy
9389,1,1001,143,30,6,Healthy
9390,5,1084,135,30,9,Healthy
9391,1,1036,93,30,4,Healthy
9392,1,1123,134,30,4,Healthy
9393,1,1013,120,30,4,Healthy
9394,4,1082,90,30,10,Healthy
9395,4,1086,16,25,15,Low Stock
9396,5,1106,98,30,6,Healthy
9397,1,1026,10,25,8,Low Stock
9398,6,1006,60,30,11,Healthy
9399,1,1038,201,50,13,Overstock
9400,4,1039,77,30,11,Healthy
9401,2,1023,66,30,7,Healthy
9402,5,1050,113,30,10,Healthy
9403,5,1034,78,30,12,Healthy
9404,2,1097,11,25,13,Low Stock
9405,3,1053,69,30,3,Healthy
9406,5,1048,107,30,13,Healthy
9407,5,1149,7,25,5,Low Stock
9408,1,1114,101,30,10,Healthy
9409,1,1017,328,50,3,Overstock
9410,2,1052,15,25,3,Low Stock
9411,5,1013,137,30,10,Healthy
9412,3,1126,147,30,13,Healthy
9413,6,1118,12,25,10,Low Stock
9414,6,1137,10,25,7,Low Stock
9415,2,1085,66,30,6,Healthy
9416,3,1025,70,30,6,Healthy
9417,3,1022,60,30,12,Healthy
9418,3,1012,108,30,3,Healthy
9419,1,1031,117,30,3,Healthy
9420,6,1047,18,25,11,Low Stock
9421,6,1147,109,30,14,Healthy
9422,6,1103,14,25,11,Low Stock
9423,1,1001,16,25,4,Low Stock
9424,5,1098,464,50,15,Overstock
9425,2,1080,138,30,4,Healthy
9426,1,1146,52,30,14,Healthy
9427,2,1052,54,30,6,Healthy
9428,1,1017,407,50,9,Overstock
9429,2,1148,74,30,14,Healthy
9430,5,1063,6,25,5,Low Stock
9431,6,1074,147,30,7,Healthy
9432,4,1137,0,25,8,Low Stock
9433,2,1088,113,30,8,Healthy
9434,6,1064,81,30,15,Healthy
9435,2,1019,92,30,4,Healthy
9436,4,1038,133,30,5,Healthy
9437,5,1134,132,30,10,Healthy
9438,3,1105,4,25,11,Low Stock
9439,2,1112,14,25,8,Low Stock
9440,2,1047,126,30,14,Healthy
9441,4,1131,135,30,13,Healthy
9442,3,1032,128,30,9,Healthy
9443,4,1092,140,30,3,Healthy
9444,5,1134,60,30,11,Healthy
9445,2,1045,300,50,6,Overstock
9446,3,1001,85,30,13,Healthy
9447,3,1091,141,30,15,Healthy
9448,2,1092,85,30,8,Healthy
9449,5,1018,341,50,14,Overstock
9450,5,1051,108,30,11,Healthy
9451,3,1141,58,30,3,Healthy
9452,2,1004,5,25,15,Low Stock
9453,6,1095,143,30,14,Healthy
9454,6,1076,423,50,7,Overstock
9455,3,1031,4,25,14,Low Stock
9456,1,1033,129,30,9,Healthy
9457,3,1008,63,30,10,Healthy
9458,5,1098,83,30,12,Healthy
9459,5,1085,3,25,11,Low Stock
9460,2,1085,1,25,10,Low Stock
9461,6,1048,80,30,6,Healthy
9462,5,1122,92,30,3,Healthy
9463,2,1128,102,30,14,Healthy
9464,5,1068,0,25,6,Low Stock
9465,3,1049,78,30,6,Healthy
9466,2,1076,7,25,12,Low Stock
9467,3,1134,293,50,3,Overstock
9468,2,1047,85,30,9,Healthy
9469,6,1061,124,30,14,Healthy
9470,3,1119,121,30,9,Healthy
9471,6,1150,60,30,13,Healthy
9472,5,1137,72,30,12,Healthy
9473,6,1101,11,25,4,Low Stock
9474,1,1132,136,30,11,Healthy
9475,1,1027,130,30,12,Healthy
9476,6,1077,204,50,7,Overstock
9477,3,1061,17,25,5,Low Stock
9478,3,1066,52,30,12,Healthy
9479,2,1083,91,30,3,Healthy
9480,1,1009,64,30,10,Healthy
9481,4,1094,142,30,7,Healthy
9482,1,1073,76,30,9,Healthy
9483,3,1132,408,50,4,Overstock
9484,4,1123,119,30,9,Healthy
9485,5,1004,409,50,5,Overstock
9486,3,1025,75,30,3,Healthy
9487,6,1132,111,30,14,Healthy
